District,01-05-2021,02-05-2021,03-05-2021,04-05-2021,05-05-2021,06-05-2021,07-05-2021,08-05-2021,09-05-2021,10-05-2021,11-05-2021,12-05-2021,13-05-2021,14-05-2021,15-05-2021,16-05-2021,17-05-2021,18-05-2021,19-05-2021,20-05-2021,21-05-2021,22-05-2021,23-05-2021,24-05-2021,25-05-2021,26-05-2021,27-05-2021,28-05-2021,29-05-2021,30-05-2021,31-05-2021,01-06-2021,02-06-2021,03-06-2021,04-06-2021,05-06-2021,06-06-2021,07-06-2021,08-06-2021,09-06-2021,10-06-2021,11-06-2021,12-06-2021,13-06-2021,14-06-2021,15-06-2021,16-06-2021,17-06-2021,18-06-2021,19-06-2021,20-06-2021,21-06-2021,22-06-2021,23-06-2021,24-06-2021,25-06-2021,26-06-2021,27-06-2021,28-06-2021,29-06-2021,30-06-2021,01-07-2021,02-07-2021,03-07-2021,04-07-2021,05-07-2021,06-07-2021,07-07-2021,08-07-2021,09-07-2021,10-07-2021,11-07-2021,12-07-2021,13-07-2021,14-07-2021,15-07-2021,16-07-2021,17-07-2021,18-07-2021,19-07-2021,20-07-2021,21-07-2021,22-07-2021,23-07-2021,24-07-2021,25-07-2021,26-07-2021,27-07-2021,28-07-2021,29-07-2021,30-07-2021,31-07-2021,Mean Vaccination
Kolasib,16201,16201,16200,16199,16199,16198,16199,16215,16215,16325,16393,16489,16759,16759,16759,16759,16759,16829,17307,17680,17803,17803,17803,17803,17973,17973,18271,18568,18732,18732,18732,18932,18932,18932,18931,18931,18931,19405,19568,20072,20842,21282,21282,21282,22218,22218,23141,24722,25744,26734,26734,26734,27433,27771,29729,35492,36930,36930,37757,38088,38088,38620,40313,42247,42247,43280,43956,44033,45615,46581,46676,46676,47330,47330,48033,48350,48681,49335,49335,49754,50480,50480,51336,53356,53356,53356,53356,53975,54432,55078,55577,55576,30471.0
Lawngtlai,10218,10336,10500,10717,10945,11217,11302,11425,11429,11733,11809,11969,12285,12682,13036,13049,13545,13697,13764,14014,14229,14229,14229,14355,14378,14414,14414,14592,14592,14592,14757,14892,14891,15309,15327,15327,15327,15617,15930,16233,16545,16774,16774,16774,16774,16774,17796,18385,18827,18824,18824,19475,19774,20432,21351,24982,24985,24985,25847,26861,27947,28373,30216,30809,31021,31605,31829,32467,32705,33744,34144,34401,35552,35619,37171,38372,38961,39245,39253,40094,40502,40808,41453,41948,41998,41998,42510,43176,44305,44977,45299,45580,23230.0
Lunglei,29354,29314,29572,29839,29839,29842,29908,29903,29903,29956,30526,31013,31646,31826,31825,31825,32045,32364,32614,33153,33152,33151,33151,33515,33608,33818,33867,33867,34094,34093,34446,34633,34633,34657,35170,35170,35170,35565,36071,36677,37275,37637,37735,37735,39830,41070,42566,43849,44652,47295,47295,50178,52739,55589,58375,69834,71646,71646,73619,74352,74679,75521,76347,78915,78915,81242,83811,84590,86363,90378,92401,92401,95094,96088,97478,98863,100051,100522,100522,103455,105334,105765,106594,108184,108382,108382,109033,109862,111464,111789,112293,112303,59095.0
Mamit,14865,14865,14982,15173,15184,15291,15349,15508,15508,15508,15508,15505,15521,15521,15521,15521,15612,15951,16028,16111,16170,16170,16170,16170,16293,16403,16441,16467,16466,16466,16466,16466,16466,16563,17454,17524,17524,17716,17716,17824,17858,17869,18020,18020,18353,18702,20015,21182,21668,21892,21892,24588,26272,27755,29163,35084,36939,37087,37300,38000,38245,38435,39002,39038,39038,39292,39669,39868,40335,40449,40733,40733,41667,42184,42774,44135,45788,46165,46165,46234,47551,48086,48640,49262,49262,49262,49411,49715,49870,50017,50773,51062,27984.0
Serchhip,14717,14717,15086,15095,15269,15301,15456,15454,15454,15496,15602,15616,15615,15615,15602,15602,15602,15695,15920,16060,16430,16430,16430,16441,16704,16704,16852,16873,16873,16873,17022,17159,17158,17277,18009,18009,18009,18421,18877,18891,19256,19277,19311,19311,19823,20825,22086,23599,25088,25487,25487,26567,29072,30833,32742,38387,38714,38714,39063,39689,39690,39712,41988,42093,42094,42680,42683,43281,43883,44914,44914,44914,45640,46388,46819,47147,48306,48529,48529,49440,50476,50476,51101,52166,52425,52425,52841,53480,53709,53842,54071,54078,29701.0
Saiha,8047,8047,8327,8328,8417,8772,8777,8784,8787,8786,8817,8965,8992,9048,9332,9332,9372,9458,9687,9773,9851,9851,9851,10006,10220,10341,10342,10361,10437,10508,10508,10604,10641,10864,11072,11373,11373,11536,11761,11953,12044,12044,12044,12044,12044,12044,12896,14224,15135,15270,15270,16456,17598,18415,18905,23686,24519,24586,25020,25235,25637,26148,27158,28595,28595,29606,29828,30658,31139,31230,31500,31575,31933,32141,32602,32713,32713,32713,32805,33135,34462,34815,35425,35815,35837,36032,36116,36693,36843,37116,37165,37313,19313.0
Dimapur,45171,45170,46175,46866,47724,48123,48657,48640,48636,49246,50150,50948,51863,51860,51857,51857,53422,54938,55841,56337,56624,56624,56624,57812,59016,59444,59772,60155,60192,60192,61729,63124,64800,65148,65501,65555,65554,68062,70978,74996,78088,81794,83042,83193,86476,89702,93063,95734,98853,99216,99216,103380,107740,113271,117365,137863,138958,138958,144318,150050,156767,160479,164960,165559,165559,170240,175395,181596,185443,191810,193061,193062,197989,203639,209638,213516,218442,220284,220313,225458,230663,236637,239776,244831,246242,246242,249719,253144,256235,257678,260163,260847,121642.0
Kiphire,4192,4211,4243,4335,4374,4408,4418,4422,4422,4432,4445,4481,4482,4482,4483,4491,4566,4671,4694,4703,4703,4703,4703,4936,5157,5169,5174,5173,5173,5173,5261,5319,5331,5331,5331,5331,5333,5387,5408,5531,5593,5650,5850,5850,5946,6031,6147,6216,6234,6234,6598,6677,6779,6843,6900,8967,8967,9123,9374,9464,9537,9643,9724,9724,10117,10533,10801,10974,11052,11098,11098,11437,11514,11582,11718,12011,12204,12405,12862,13433,13753,14144,14341,14439,14500,14669,14859,14909,14948,15040,15076,15171,7949.0
Kohima,22841,22843,23549,24012,24410,24746,24741,24739,24740,25142,25433,25593,26037,26229,26329,26328,26690,27725,27863,28007,28006,28006,28006,28741,29693,29782,29911,29911,30023,30023,30740,31894,32009,33372,33382,33454,33454,34547,35984,37994,38938,41441,41486,41486,45325,48785,52627,55774,58810,59115,59114,60634,61987,64317,66425,76571,76923,77149,79886,82696,84554,86480,87419,87612,87717,89309,90876,92594,94379,95559,95674,95859,97345,98875,100833,102500,103447,103573,103573,105119,106846,108635,110875,111768,111824,111824,113143,114205,115354,116028,116458,116576,60688.0
Longleng,5340,5340,5571,5718,6001,6118,6118,6118,6118,6365,6382,6512,6605,6605,6605,6605,6771,6945,6989,7005,7005,7005,7005,7423,7833,7911,7914,7914,7914,7914,8293,8423,8423,8452,8459,8466,8485,8949,9436,9893,10166,10450,10450,10450,10792,11180,11451,11515,11625,11625,11830,11922,12556,13026,13621,16657,17079,18054,18381,18673,19201,19359,19528,19528,20520,20811,21018,21207,21376,21519,21634,21861,22349,22428,22696,22862,22977,22977,22977,23124,23246,23247,23335,23651,23751,23751,23810,24144,24287,24429,24499,24563,13773.0
Mokokchung,19498,19498,19913,20113,20844,21075,21429,21432,21432,21669,21760,21951,22050,22390,22390,22390,22725,23463,23871,23954,23979,23979,23979,24368,25003,25205,25239,25239,25239,25239,25744,26565,26646,26741,26743,26743,26743,27371,28326,28847,29857,30392,30392,30392,31386,32377,33836,34842,35540,36216,36257,37288,38534,39031,39897,47612,50485,50545,50917,51894,53171,54407,55465,55794,56118,57268,58691,60359,62524,64021,64287,64564,65745,66687,68393,69966,70538,70814,70891,72341,74157,75324,76572,77346,77890,78142,78756,79477,80083,81638,82543,82969,42678.0
Mon,16614,16655,17256,17450,17590,17810,18061,18140,18501,18913,19248,19341,19519,19646,19674,19870,20146,20655,20839,20952,21070,21125,21125,21944,22730,22739,22766,22885,22984,22984,23956,24712,24821,25544,26846,26846,27024,27921,28779,29476,30457,30875,31601,32072,32899,34276,34813,35416,36206,36517,37285,37919,38874,39398,39991,43965,44346,44689,46218,46880,47478,48126,49091,49239,50416,51661,52850,53627,54427,54632,54894,55855,57457,58961,60991,62610,64571,65379,67585,68634,69776,70487,71718,72260,72722,73631,75013,75822,76152,76588,76838,77208,39528.0
Peren,5494,5494,5682,5737,5808,5885,5963,5996,5996,6038,6057,6132,6174,6201,6277,6286,6492,6755,6889,6924,6924,6924,6947,7260,7755,7790,7916,7955,7955,7994,8388,8855,8912,8916,8972,8972,8972,9481,9824,10190,10299,10374,10590,10630,10901,11191,11378,11563,11675,11806,11964,12132,12246,12453,12526,14796,14833,14833,14982,15412,15681,15779,15841,16102,16289,16657,16886,17375,17657,17943,18020,18153,18517,18783,19195,19321,19383,19442,19550,19902,20166,20228,20451,20689,20812,21200,21463,21568,21658,21700,21801,21819,12454.0
Phek,10171,10171,10282,10373,10444,10499,10581,10581,10580,10698,10728,10787,10888,10991,11046,11046,11252,11445,11527,11596,11661,11681,11681,12237,12675,12734,12759,12768,12768,12768,13202,13506,13512,13557,13617,13691,13699,14524,15718,16561,16758,17464,17927,18950,19226,19689,19934,20030,20170,20365,21640,21753,21828,21885,21929,26874,26938,27473,27707,27938,28154,28244,28356,28781,30337,30676,30997,31245,31630,31876,32100,32578,32990,33165,33427,33774,33983,34193,35340,35908,36236,36502,36806,36998,37058,37187,37530,37608,37726,37828,37870,37874,21766.0
Tuensang,10143,10244,10284,10287,10340,10424,10440,10470,10543,10715,10754,10814,10865,10905,10924,10970,11267,11447,11531,11558,11568,11593,11738,12165,12525,12533,12614,12711,12711,12749,13200,13548,13590,13590,13603,13603,13603,13997,14407,14486,14729,14752,14850,15189,15820,16052,16326,16661,16922,17200,17559,17945,18290,18843,19192,23180,23382,24386,24876,25049,25239,25881,26621,27085,27953,28562,29373,30005,30321,30469,30799,31956,32546,32982,33215,33394,33649,33843,36258,38130,39118,39806,40691,41284,41482,42533,42945,43018,43109,43176,43222,43274,21398.0
Wokha,11649,11649,11770,12279,12348,12419,12645,12645,12645,12716,12812,12859,12965,12982,13006,13006,13352,13771,13842,13865,13865,13865,13865,14398,15015,15047,15059,15090,15090,15090,15654,16080,16106,16111,16111,16111,16137,16782,17279,18100,18364,18501,18501,18590,19532,20057,20448,21099,21372,21433,21492,21888,22383,22479,22681,26956,27049,27049,27446,27909,28487,28863,29117,29200,29580,30585,32079,32592,33103,34498,34726,34734,35331,35858,36868,37304,37503,37645,37834,38386,38973,39512,40048,40341,40402,40587,40994,41552,41887,42094,42274,42328,23659.0
Zunheboto,8442,8659,8882,8932,8942,9024,9039,9045,9045,9216,9302,9319,9426,9455,9457,9457,9676,9927,9934,9934,9985,9985,9985,10241,10463,10482,10484,10507,10509,10515,10811,10980,11019,11026,11069,11069,11422,12547,13217,13927,14755,15322,15833,16959,18694,19889,20437,20814,21801,22247,23343,24824,25227,25446,25673,29396,29472,30253,31014,31797,31949,32032,32225,32235,32307,32640,33159,33396,33460,33530,33622,34258,35162,35812,36308,36527,36891,37295,38035,38886,39590,39950,40257,40673,40829,41080,41712,42031,42281,42374,42430,42477,22326.0
Angul,107593,107668,108063,108182,108175,108247,108322,108480,108532,109107,109403,109608,109643,109625,109765,109765,110685,112320,113873,114550,114763,116427,116427,118676,120725,120775,120775,123633,125194,125194,128280,131152,133609,136441,139904,144661,145005,151154,157104,161662,165059,167387,167795,167795,170689,175123,178567,181806,184387,189366,189478,202185,210746,221439,227095,268255,276298,276589,284002,291646,292601,293027,293470,299029,299158,304417,309143,313693,318681,323684,327303,327942,328427,328842,332659,335465,338643,343059,343119,346399,349783,352974,356365,359771,363098,363152,366344,369354,373625,378002,381814,386082,215413.0
Balangir,127206,127206,127427,127433,127489,127471,128512,128632,128649,129550,129704,129998,130111,130373,130851,130851,130989,132559,133967,134750,135453,136149,136149,136942,137788,138457,139464,140389,140945,140945,141695,142516,143537,144657,146308,148518,148517,153664,157895,162960,163979,167014,169323,169323,170877,174610,179515,182985,186456,189939,189939,199904,203129,216732,224684,269089,283806,283806,292622,292765,292765,292765,292765,292765,292765,311190,329276,333026,333026,342878,344316,344317,344317,344317,346260,356896,357941,357941,357941,375828,389858,391705,409053,422240,425120,425120,441587,454598,468267,478374,482631,484445,234712.0
Balasore,317810,317995,318113,318130,318217,319063,322181,322623,322646,322581,324867,325376,325377,325361,325352,325352,331162,336734,336734,336733,336733,343388,350937,351078,351078,351079,351079,351079,351078,351078,363394,375251,380534,380538,390754,397418,397419,397414,407490,415925,415924,422082,425004,425004,425001,428296,435417,442542,446758,449432,449428,454653,467680,479290,489711,605754,625030,625030,631425,631449,631449,631449,631449,631449,631449,658146,679589,691308,691535,691804,691804,691804,691804,691804,694282,694282,709539,709540,709540,730651,739262,739548,756752,763542,763587,763587,763587,780055,789028,789094,796693,810506,505456.0
Bargarh,161748,161743,161752,161747,161746,161732,162008,162248,162246,163077,163592,163685,163786,163856,163854,163854,163854,166175,168310,169515,170573,170840,170896,172410,179169,185068,191354,196806,199485,199578,200778,202195,204974,208949,211244,213419,213595,216415,222164,227876,228697,232049,233752,233830,235044,236843,241801,244838,248578,250106,250227,255520,256129,267693,277440,326521,326823,326848,339775,345601,346075,346119,346168,346191,346215,359983,372970,379644,382936,383692,383855,383855,383899,383943,386799,386844,396131,399821,399843,408764,416670,416961,419226,419303,419326,419348,429433,437529,440359,441397,441951,445602,274536.0
Bhadrak,166799,166909,167539,167992,168107,168237,168669,170115,170412,171836,173021,174270,174446,174480,174762,174762,176203,178035,180284,181263,182084,182602,182602,184599,184600,184600,184601,185971,187918,187918,189769,191625,193532,195621,197764,199570,199668,205309,211792,218362,219797,221124,222625,222757,222777,228100,233584,239290,246070,249234,249537,256056,269217,279475,290891,350450,365314,365760,366894,375949,376162,376433,376970,386596,386604,402708,413010,416881,420877,421343,421775,421917,422113,422391,432610,437469,437665,447674,448061,461952,471426,478856,479476,493484,499349,499756,501971,502393,511147,524233,529756,537775,294939.0
Boudh,48885,48885,48885,48884,48884,48881,49113,49604,49695,49989,50146,50318,50551,50715,51097,51097,51328,51925,52174,52445,52555,52654,52654,52927,53307,53473,53583,53863,54084,54136,54305,54608,54769,55054,55252,55638,55652,56754,57623,58556,59023,59613,59906,59952,60067,60459,61505,62266,63412,64889,65743,67877,71119,74389,77567,92998,94491,94800,96994,97680,97744,97797,97797,97797,97797,100843,103983,106194,107334,107583,107673,107673,107673,107673,111035,112309,113116,113177,113177,115678,117702,119129,120344,120960,121491,121694,123129,124796,126759,128013,129394,130611,77693.0
Cuttack,333865,334151,334197,334157,334130,335326,335404,336672,337110,338293,341379,344410,348453,348602,353265,353264,362546,373724,381872,387265,393378,404715,406069,422427,432798,432849,447036,468108,486061,488887,510171,520287,527051,530151,533890,542161,542359,561645,573311,579603,582782,583725,586841,586964,587917,590182,598684,607798,620578,633745,633910,647162,665762,683210,698721,826818,842567,843480,858354,862189,864746,864935,864953,881420,882495,899821,915069,924125,929277,931172,933047,933103,933170,934159,953092,960241,963674,971064,971100,987244,997306,1003048,1006828,1010247,1018035,1018415,1029598,1036972,1048256,1058546,1068715,1077830,664828.0
Deogarh,35489,35489,35530,35532,35535,35718,35818,35812,35812,35899,36100,36281,36348,36358,36369,36369,36470,37094,37637,38016,38203,38288,38289,38644,39049,39154,39206,39360,39386,39386,39600,39845,40504,40991,41315,41571,41571,42553,43386,44111,44455,45126,45570,45570,45929,46433,47509,48856,49861,51065,51066,53286,55907,58946,60657,73294,73479,73532,76974,77692,77975,78000,78000,78000,78000,81030,83921,85477,86345,86782,86852,86852,86852,86852,87462,89454,91358,92330,92490,94590,96497,97692,98240,98362,98634,98634,101532,102528,102969,105841,106462,106936,60611.0
Dhenkanal,122576,122694,123398,123951,124336,124677,124930,125094,125290,126003,126447,126805,127150,127506,128001,128001,129275,131421,132720,133277,133347,135245,135508,137910,138603,138684,139356,140100,140851,140897,143394,145970,148517,151023,152973,153894,153968,157889,161836,165457,165857,167015,168105,168370,169200,172053,175310,178906,182905,187023,188122,197382,205923,210485,220734,262973,267540,268225,279778,282124,283187,284274,285228,295271,296119,306324,316981,323135,325001,325514,326009,326155,326477,326779,339301,339856,340026,343355,343482,352324,359973,367727,372173,374883,382013,382668,386841,394497,398926,399338,406159,413296,224025.0
Gajapati,64536,64536,64634,64683,64743,64825,65092,65179,65204,65345,65584,65913,66067,66172,66325,66325,66522,66834,67454,67936,68300,68323,68324,68836,69107,69445,69921,70429,70865,70867,71353,71577,72245,72840,73599,74282,74389,76625,79134,81306,81500,82707,83757,83988,85015,86514,87639,90460,92602,95218,95680,99021,102953,107651,112354,138332,142261,143458,146396,150201,152801,154402,155921,156378,156421,158884,162141,165652,168377,169102,169652,169673,169880,170003,170475,172753,175127,176573,176727,179539,182393,184986,187496,190539,193765,194370,195730,197548,199604,202049,204507,207402,114503.0
Ganjam,509486,509679,510392,510942,511192,512210,513529,516674,516922,518277,524482,531165,536431,542852,542911,542914,549954,559448,569817,580022,589088,597136,597175,608409,619392,629090,640216,652474,661227,661232,662964,664777,666817,671185,674516,677352,677837,681742,690198,698713,699741,710149,715298,716345,726656,736483,746619,754421,765474,778008,778904,807717,841654,882339,894078,1093149,1111767,1114173,1145256,1147524,1147546,1147638,1147691,1147889,1148798,1189705,1236056,1282533,1333157,1371449,1406768,1410799,1447889,1502079,1571644,1618014,1640969,1668256,1669331,1688033,1694755,1698243,1714552,1723886,1735019,1735965,1743244,1749969,1782251,1795865,1821031,1830887,973897.0
Jagatsinghpur,129297,129297,129629,130097,130094,131170,131157,131139,131138,131621,131824,131817,131803,131797,131795,131795,133613,137937,137937,137937,137937,140105,140105,140107,140107,140107,140107,140107,140107,140107,148371,156342,156701,158886,166349,167225,167225,176171,177555,178690,178684,180721,180717,180717,180707,181230,182397,183540,184869,186178,186177,192378,197140,208178,219394,266813,275408,275408,280701,286303,286783,287339,289124,289598,289598,301543,310873,314314,315040,319324,319808,319808,319808,320446,322355,329397,335109,335228,335228,344331,350092,351639,356424,357305,358422,358422,368106,371328,372571,373746,378838,381833,223552.0
Jajpur,182174,182182,183042,183828,183912,184362,184497,185051,185106,186171,186507,186624,186775,187392,187674,187674,188452,191251,193427,194548,195078,197186,197192,199000,199004,199004,199018,201103,202402,202403,204505,207107,214207,220520,223680,227703,227702,234834,237926,240230,241652,243201,243663,243759,243770,247964,252401,255750,257766,262656,262667,273829,284764,295954,305606,377304,381002,381023,391519,393788,394707,395550,395551,395596,395596,410953,427229,438333,440583,441984,442059,442063,442091,442222,457633,461670,462783,462861,462861,480645,493234,499277,502970,504791,504845,504845,517403,528828,532308,534782,545899,550754,312102.0
